departure_airport,arrival_airport,air_time
ATL,RST,120.825
ATL,RSW,89.29545454545455
ATL,SAN,257.6829268292683
ATL,SAT,131.52727272727273
ATL,SAV,52.83783783783784
ATL,SBN,93.4090909090909
ATL,SCE,88.14285714285714
ATL,SDF,62.08571428571429
ATL,SEA,297.2375
ATL,SFO,290.1125
ATL,SGF,94.4090909090909
ATL,SHV,93.20833333333333
ATL,SJC,284.2857142857143
ATL,SJU,184.22222222222223
ATL,SLC,221.421875
ATL,SMF,277.741935483871
ATL,SNA,256.9718309859155
ATL,SRQ,73.8529411764706
ATL,STL,83.875
ATL,STT,189.07692307692307
ATL,STX,194.11111111111111
ATL,SYR,104.7948717948718
ATL,TLH,49.705882352941174
ATL,TPA,79.13207547169812
ATL,TRI,45.84615384615385
ATL,TTN,99.76470588235294
ATL,TUL,102.1025641025641
ATL,TUS,207.81034482758622
ATL,TVC,105.93333333333334
ATL,TYS,39.38461538461539
ATL,VLD,43.86206896551724
ATL,VPS,56.18421052631579
ATL,XNA,95.05128205128206
ATW,ATL,111.7
ATW,DTW,56.06666666666667
ATW,MSP,52.81481481481482
ATW,ORD,44.57142857142857
AUS,ATL,115.69491525423729
AUS,BNA,100.70588235294117
AUS,BOS,203.46666666666667
AUS,BWI,167.50819672131146
AUS,CLT,133.26666666666668
AUS,DAL,48.0
AUS,DCA,163.125
AUS,DEN,123.41269841269842
AUS,DFW,51.13513513513514
AUS,DTW,150.31372549019608
AUS,ELP,82.71875
AUS,EWR,188.6086956521739
AUS,FLL,146.46296296296296
AUS,HOU,40.93939393939394
AUS,HRL,54.333333333333336
AUS,IAD,158.94444444444446
AUS,IAH,42.75609756097561
AUS,JFK,194.98591549295776
AUS,LAS,155.7450980392157
AUS,LAX,175.83870967741936
AUS,LBB,55.523809523809526
AUS,LGB,169.19148936170214
AUS,MCO,133.33333333333334
AUS,MDW,131.77551020408163
AUS,MEM,77.83333333333333
AUS,MIA,140.13953488372093
AUS,MSP,138.91176470588235
AUS,MSY,62.15
AUS,OAK,211.2156862745098
AUS,ORD,141.82608695652175
AUS,PDX,239.54347826086956
AUS,PHL,177.64150943396226
AUS,PHX,132.27450980392157
AUS,SAN,164.35849056603774
AUS,SEA,242.77966101694915
AUS,SFO,213.52702702702703
AUS,SJC,206.4561403508772
AUS,SLC,154.87234042553192
AUS,SNA,166.87179487179486
AUS,STL,98.76666666666667
AUS,TPA,121.60975609756098
AVL,ATL,40.89655172413793
AVL,EWR,92.83333333333333
AVL,ORD,100.28
AVP,ATL,111.3
AVP,DTW,78.72972972972973
AVP,EWR,29.466666666666665
AVP,ORD,112.8936170212766
AZO,ATL,96.3076923076923
AZO,DTW,32.916666666666664
AZO,MSP,78.29629629629629
AZO,ORD,37.96296296296296
BDL,ATL,137.46031746031747
BDL,BWI,63.3421052631579
BDL,CLE,81.92857142857143
BDL,CLT,112.5
BDL,CVG,109.5
BDL,DCA,67.20454545454545
BDL,DEN,247.25714285714287
BDL,DFW,217.9047619047619
BDL,DTW,97.44680851063829
BDL,EWR,40.25925925925926
BDL,FLL,172.54929577464787
BDL,IAD,62.88461538461539
BDL,IAH,230.33333333333334
BDL,LAS,315.15625
BDL,MCO,159.3835616438356
BDL,MDW,129.83333333333334
BDL,MIA,171.88135593220338
BDL,MSP,159.64912280701753
BDL,ORD,135.203125
BDL,PBI,166.25
BDL,PHL,51.0
BDL,RDU,88.25806451612904
BDL,RSW,179.17857142857142
BDL,SJU,209.5
BDL,TPA,169.5
BET,ANC,58.90909090909091
BFL,DEN,126.33333333333333
BFL,IAH,181.30357142857142
BFL,PHX,73.78125
BFL,SFO,58.1025641025641
BGM,DTW,70.03571428571429
BGR,DTW,116.67441860465117
BGR,LGA,71.68181818181819
BHM,ATL,42.36842105263158
BHM,BWI,98.0
BHM,DAL,102.16666666666667
BHM,DEN,162.24528301886792
BHM,DFW,108.91489361702128
BHM,DTW,106.94
BHM,HOU,96.25
BHM,IAH,103.6
BHM,LAS,227.83050847457628
BHM,LGA,119.82051282051282
BHM,MCO,77.51612903225806
BHM,MDW,94.225
BHM,MIA,103.16216216216216
BHM,ORD,106.59183673469387
BHM,TPA,74.65625
BIL,DEN,75.79069767441861
BIL,MSP,99.8
BIL,ORD,134.5
BIL,SEA,97.8
BIL,SLC,67.13888888888889
BIS,DEN,89.77551020408163
BIS,DFW,144.49056603773585
BIS,MSP,66.75
BIS,ORD,101.60606060606061
BJI,MSP,44.12
BLI,HNL,360.1060606060606
BLI,LAS,127.52941176470588
BLI,OGG,360.48
BLI,SEA,25.533333333333335
BMI,ATL,89.80851063829788
BMI,DEN,138.66666666666666
BMI,DFW,114.85185185185185
BMI,DTW,56.04347826086956
BMI,MCO,118.63157894736842
BMI,MSP,75.6
BMI,ORD,38.15384615384615
BNA,ATL,55.674418604651166
BNA,AUS,117.51063829787235
BNA,BOS,124.78260869565217
BNA,BWI,87.86046511627907
BNA,CHS,63.91304347826087
BNA,CLE,66.89285714285714
BNA,CLT,58.36363636363637
BNA,CMH,53.04761904761905
BNA,CVG,46.55
BNA,DAL,103.23913043478261
BNA,DCA,83.21621621621621
BNA,DEN,160.83098591549296
BNA,DFW,112.63636363636364
BNA,DTW,86.49090909090908
BNA,ECP,62.92307692307692
BNA,EWR,110.54901960784314
BNA,FLL,114.94871794871794
BNA,HOU,114.18333333333334
BNA,IAD,77.16666666666667
BNA,IAH,117.47058823529412
BNA,JAX,70.90625
BNA,JFK,122.70454545454545
BNA,LAS,222.76470588235293
BNA,LAX,248.6
BNA,LGA,118.70967741935483
BNA,MCI,80.625
BNA,MCO,93.07317073170732
BNA,MDW,75.84782608695652
BNA,MIA,119.68
BNA,MOB,60.0
BNA,MSP,114.83673469387755
BNA,MSY,77.97368421052632
BNA,OAK,267.54901960784315
BNA,ORD,89.36666666666666
BNA,PHL,98.60526315789474
BNA,PHX,206.8125
BNA,PIT,63.5
BNA,PNS,64.43333333333334
BNA,RDU,64.35714285714286
BNA,RSW,98.3913043478261
BNA,SAN,241.83823529411765
BNA,SAT,125.0
BNA,SEA,270.0232558139535
BNA,SLC,201.94827586206895
BNA,STL,50.7
BNA,TPA,90.19444444444444
BNA,TTN,88.5
BOI,DEN,97.125
BOI,EUG,69.0
BOI,GEG,49.36842105263158
BOI,IAH,185.0952380952381
BOI,LAS,85.05882352941177
BOI,LAX,107.71428571428571
BOI,MDW,184.3846153846154
BOI,MSP,143.58139534883722
BOI,OAK,82.67647058823529
BOI,ORD,184.75438596491227
BOI,PDX,63.25
BOI,PHX,102.4054054054054
BOI,SAN,112.76470588235294
BOI,SEA,70.63888888888889
BOI,SFO,95.11538461538461
BOI,SLC,55.088235294117645
BOS,ACK,29.714285714285715
BOS,ACY,54.31578947368421
BOS,ATL,146.92957746478874
BOS,AUS,244.30588235294118
BOS,BNA,147.28333333333333
BOS,BUF,71.35483870967742
BOS,BWI,75.26530612244898
BOS,CAK,91.25714285714285
BOS,CHS,125.36734693877551
BOS,CLE,104.39622641509433
BOS,CLT,122.56521739130434
BOS,CMH,103.97368421052632
BOS,CVG,119.34782608695652
BOS,DAL,224.47272727272727
BOS,DCA,88.0625
BOS,DEN,258.9139784946237
BOS,DFW,238.0
BOS,DTW,111.9298245614035
BOS,EWR,60.95918367346939
BOS,FLL,189.05882352941177
BOS,HOU,240.53763440860214
BOS,IAD,83.42222222222222
BOS,IAH,234.79787234042553
BOS,IND,128.47916666666666
BOS,JAX,152.6206896551724
BOS,JFK,60.107142857142854
BOS,LAS,328.70786516853934
BOS,LAX,362.57522123893807
BOS,LGA,62.14545454545455
BOS,LGB,352.04411764705884
BOS,MCI,191.49295774647888
BOS,MCO,171.7125
BOS,MDW,143.43076923076924
BOS,MIA,188.15584415584416
BOS,MKE,136.30769230769232
BOS,MSN,124.0
BOS,MSP,172.34328358208955
BOS,MSY,199.36923076923077
BOS,MVY,22.0
BOS,MYR,112.4390243902439
BOS,OAK,359.85
BOS,ORD,150.225
BOS,PBI,181.22784810126583
BOS,PDX,348.26027397260276
BOS,PHL,78.0701754385965
BOS,PHX,320.49
BOS,PIT,87.63414634146342
BOS,RDU,104.41176470588235
BOS,RIC,87.17391304347827
BOS,RSW,191.289156626506
BOS,SAN,354.1720430107527
BOS,SAV,136.89583333333334
BOS,SEA,346.48148148148147
BOS,SFO,370.7352941176471
BOS,SJC,364.4259259259259
BOS,SJU,221.3582089552239
BOS,SLC,296.7972972972973
BOS,SMF,349.2258064516129
BOS,SRQ,181.85714285714286
BOS,STL,164.3015873015873
BOS,STT,212.46808510638297
BOS,TPA,184.8108108108108
BPT,DFW,59.054054054054056
BQK,ATL,53.857142857142854
BQN,EWR,211.47727272727272
BQN,FLL,130.16666666666666
BQN,JFK,211.36170212765958
BQN,MCO,150.05714285714285
BRD,INL,32.0
BRD,MSP,31.384615384615383
BRO,DFW,82.42857142857143
BRO,IAH,62.21621621621622
BRW,ANC,101.80645161290323
BRW,FAI,70.5
BRW,SCC,35.0
BTM,SLC,62.0625
BTR,ATL,75.06666666666666
BTR,DCA,114.0
BTR,DFW,82.70588235294117
BTR,IAH,62.22222222222222
BTV,ATL,148.2
BTV,DTW,96.09302325581395
BTV,EWR,59.63636363636363
BTV,IAD,80.71428571428571
BTV,JFK,64.73170731707317
BTV,LGA,50.55555555555556
BTV,ORD,127.55357142857143
BUF,ATL,110.6875
BUF,BOS,67.10810810810811
BUF,BWI,57.69444444444444
BUF,CLT,95.93617021276596
BUF,DTW,49.607142857142854
BUF,EWR,60.45454545454545
BUF,FLL,165.01923076923077
BUF,IAD,51.06666666666667
BUF,JFK,76.45614035087719
BUF,LAS,272.4931506849315
BUF,LGA,60.51724137931034
BUF,MCO,141.24528301886792
BUF,MDW,87.45238095238095
BUF,MSP,110.6875
BUF,ORD,87.625
BUF,PHX,269.2151898734177
BUF,RSW,155.7941176470588
BUF,TPA,146.3
BUR,DEN,120.39622641509433
BUR,JFK,283.85483870967744
BUR,LAS,46.0
BUR,OAK,58.535714285714285
BUR,PDX,118.1063829787234
BUR,PHX,66.17647058823529
BUR,SEA,134.07843137254903
BUR,SFO,67.15789473684211
BUR,SJC,52.0
BUR,SLC,90.32432432432432
BUR,SMF,64.0
BWI,ABQ,237.21333333333334
BWI,ALB,54.0
BWI,ATL,99.19298245614036
BWI,AUS,197.54430379746836
BWI,BDL,58.25714285714286
BWI,BHM,108.4888888888889
BWI,BNA,98.2
BWI,BOS,72.76
BWI,BUF,54.38461538461539
BWI,CHS,77.8157894736842
BWI,CLE,60.666666666666664
BWI,CLT,75.0
BWI,CMH,64.0909090909091
BWI,CVG,79.25
BWI,DAL,178.36363636363637
BWI,DAY,70.96969696969697
BWI,DEN,220.30379746835442
BWI,DFW,182.7594936708861
BWI,DTW,82.42857142857143
BWI,ECP,116.68571428571428
BWI,EWR,43.30769230769231
BWI,FLL,140.5076923076923
BWI,FNT,74.14814814814815
BWI,GRR,86.11764705882354
BWI,GSP,73.25
BWI,HOU,187.8
BWI,IAH,181.26666666666668
BWI,IND,90.3409090909091
BWI,ISP,54.12903225806452
BWI,JAX,103.95238095238095
BWI,JFK,51.36666666666667
BWI,LAS,295.9111111111111
BWI,LAX,318.3333333333333
BWI,LIT,136.90196078431373
BWI,MCI,149.2
BWI,MCO,122.85714285714286
BWI,MDW,109.74074074074075
BWI,MEM,122.44897959183673
BWI,MHT,64.7741935483871
BWI,MIA,142.24561403508773
BWI,MKE,101.5
BWI,MSP,141.17307692307693
BWI,MSY,152.71428571428572
BWI,MYR,63.2
BWI,OAK,335.64383561643837
BWI,OKC,176.62686567164178
BWI,ORD,114.8
BWI,ORF,38.52173913043478
BWI,PBI,133.55172413793105
BWI,PDX,314.06666666666666
BWI,PHL,27.25
BWI,PHX,279.6263736263736
BWI,PIT,42.208333333333336
BWI,PVD,60.73170731707317
BWI,PWM,68.42857142857143
BWI,RDU,51.03703703703704
BWI,ROC,51.9
BWI,RSW,140.4909090909091
BWI,SAN,315.38823529411764
BWI,SAT,206.34177215189874
BWI,SDF,86.05128205128206
BWI,SEA,321.3380281690141
BWI,SFO,332.5625
BWI,SJU,223.57894736842104
BWI,SLC,267.06944444444446
BWI,STL,116.79166666666667
BWI,TPA,132.47540983606558
BZN,ATL,192.07894736842104
BZN,DEN,78.64102564102564
BZN,EWR,216.42307692307693
BZN,IAH,172.8
BZN,LAX,130.0
BZN,LGA,220.5
BZN,MSP,114.47058823529412
BZN,ORD,146.64864864864865
BZN,PDX,80.85714285714286
BZN,SEA,89.88571428571429
BZN,SFO,125.07317073170732
BZN,SLC,63.19444444444444
CAE,ATL,50.833333333333336
CAE,DFW,153.9016393442623
CAE,IAD,62.541666666666664
CAE,IAH,144.12962962962962
CAE,LGA,95.38461538461539
CAE,ORD,114.1063829787234
CAK,ATL,94.5925925925926
CAK,BOS,81.53333333333333
CAK,DCA,51.857142857142854
CAK,DEN,178.39622641509433
CAK,DTW,35.95
CAK,EWR,66.91666666666667
CAK,LAS,260.0
CAK,LGA,70.25714285714285
CAK,MCO,122.95121951219512
CAK,ORD,71.27027027027027
CAK,RSW,138.27027027027026
CAK,TPA,125.725
CDC,SLC,42.95454545454545
CDV,ANC,37.68421052631579
CDV,YAK,36.416666666666664
CEC,SFO,75.63636363636364
CHA,ATL,35.806451612903224
CHA,DFW,117.38
CHA,DTW,89.31428571428572
CHA,ORD,93.76315789473684
CHO,ATL,80.35897435897436
CHO,LGA,58.758620689655174
CHO,ORD,98.95238095238095
CHS,ATL,59.0625
CHS,BNA,72.0
CHS,BOS,111.71428571428571
CHS,BWI,77.21621621621621
CHS,CLE,89.5
CHS,CLT,40.22727272727273
CHS,DAL,140.65714285714284
CHS,DCA,70.86111111111111
CHS,DFW,164.54901960784315
CHS,DTW,105.9047619047619
CHS,EWR,100.66666666666667
CHS,FLL,74.41176470588235
CHS,HOU,143.73584905660377
CHS,IAD,64.5
CHS,IAH,147.79365079365078
CHS,JFK,98.56140350877193
CHS,LGA,91.17241379310344
CHS,MDW,118.26829268292683
CHS,MIA,83.5925925925926
CHS,OKC,132.0
CHS,ORD,124.55555555555556
CHS,PHL,74.55555555555556
CHS,SEA,330.1818181818182
CID,ATL,105.24
CID,DEN,114.26415094339623
CID,DFW,110.83636363636364
CID,DTW,76.12820512820512
CID,LAX,236.0
CID,MSP,52.516129032258064
CID,ORD,48.0
CIU,DTW,57.68571428571428
CLD,LAX,28.0625
CLE,ATL,98.56896551724138
CLE,BDL,68.0
CLE,BNA,74.25806451612904
CLE,BOS,87.4888888888889
CLE,BWI,62.05714285714286
CLE,CHS,91.5
CLE,CLT,78.5111111111111
CLE,DCA,62.43589743589744
CLE,DEN,180.39705882352942
CLE,DFW,158.98717948717947
CLE,DTW,32.86363636363637
CLE,EWR,78.0
CLE,FLL,150.51785714285714
CLE,IAD,54.08695652173913
CLE,IAH,171.45238095238096
CLE,JFK,78.91176470588235
CLE,LAS,256.25
CLE,LAX,277.8333333333333
CLE,LGA,80.42307692307692
CLE,MCO,127.98
CLE,MDW,70.5111111111111
CLE,MIA,156.77777777777777
CLE,MKE,68.55555555555556
CLE,MSP,102.65116279069767
CLE,MYR,77.31818181818181
CLE,ORD,66.48837209302326
CLE,PHL,61.958333333333336
CLE,PHX,246.60759493670886
CLE,RDU,69.42857142857143
CLE,RSW,145.4468085106383
CLE,SEA,276.54545454545456
CLE,SFO,294.7692307692308
CLE,SJU,225.41666666666666
CLE,STL,83.42857142857143
CLE,TPA,134.06521739130434
CLL,DFW,44.75
CLL,IAH,27.75
CLT,ABQ,189.12
CLT,ALB,93.05263157894737
CLT,ATL,58.11363636363637
CLT,AUS,156.0
CLT,BDL,94.11904761904762
CLT,BNA,60.94285714285714
CLT,BOS,112.76119402985074
CLT,BUF,81.6470588235294
CLT,BWI,69.88636363636364
CLT,CHS,36.0
CLT,CLE,72.74285714285715
CLT,CMH,57.2
CLT,CVG,65.5
CLT,DAB,62.333333333333336
CLT,DAL,137.37142857142857
CLT,DCA,69.62
CLT,DEN,201.23376623376623
CLT,DFW,158.6931818181818
CLT,DTW,89.10204081632654
CLT,EWR,100.33333333333333
CLT,FLL,103.58823529411765
CLT,GSO,25.6875
CLT,HOU,140.12962962962962
CLT,IAD,54.09090909090909
CLT,IAH,148.9620253164557
CLT,ILM,34.857142857142854
CLT,IND,74.1
CLT,JAX,59.25806451612903
CLT,JFK,98.88571428571429
CLT,LAS,265.0379746835443
CLT,LAX,290.49411764705883
CLT,LGA,101.41891891891892
CLT,MCI,130.48
CLT,MCO,88.54901960784314
CLT,MDT,61.44444444444444
CLT,MDW,98.55
CLT,MEM,88.64102564102564
CLT,MIA,112.69491525423729
CLT,MSP,145.6290322580645
CLT,MSY,106.94117647058823
CLT,MYR,35.0
CLT,ORD,115.1358024691358
CLT,ORF,48.17391304347826
CLT,PBI,97.71428571428571
CLT,PDX,308.6949152542373
CLT,PHL,86.25
CLT,PHX,244.8641975308642
CLT,PIT,61.241379310344826
CLT,PVD,97.24444444444444
CLT,PWM,105.77777777777777
CLT,RDU,35.46153846153846
CLT,RIC,49.48275862068966
CLT,ROC,79.57142857142857
CLT,RSW,99.25
CLT,SAN,281.08
CLT,SAT,165.80327868852459
CLT,SDF,60.0
CLT,SEA,313.6666666666667
CLT,SFO,313.3414634146341
CLT,SGF,113.16
CLT,SJU,188.28571428571428
CLT,SLC,244.36666666666667
CLT,SMF,299.6666666666667
CLT,STL,100.88888888888889
CLT,STT,187.625
CLT,STX,194.95454545454547
CLT,SYR,84.09375
CLT,TPA,90.81481481481481
CLT,TTN,73.0
CMH,ATL,82.77358490566037
CMH,BNA,61.03703703703704
CMH,BOS,88.03448275862068
CMH,BWI,63.333333333333336
CMH,CLT,56.36363636363637
CMH,DAL,138.35294117647058
CMH,DCA,60.77777777777778
CMH,DEN,178.44927536231884
CMH,DFW,146.04225352112675
CMH,DTW,40.68181818181818
CMH,EWR,85.0
CMH,FLL,142.55263157894737
CMH,IAD,52.94117647058823
CMH,IAH,158.8
CMH,JFK,85.91891891891892
CMH,LAS,247.45833333333334
CMH,LAX,273.93506493506493
CMH,LGA,84.43478260869566
CMH,MCO,117.56818181818181
CMH,MDW,67.6
CMH,MIA,144.42
CMH,MSP,105.77272727272727
CMH,OAK,287.85714285714283
CMH,ORD,74.07272727272728
CMH,PHX,237.11111111111111
CMH,RSW,128.35897435897436
CMH,STL,70.76666666666667
CMH,TPA,119.575
CMI,DFW,117.74074074074075
CMI,ORD,41.45454545454545
CMX,ORD,70.0
CNY,SLC,47.0
COD,DEN,68.97058823529412
COD,ORD,133.0
COD,SLC,57.642857142857146
COS,ATL,141.0
COS,DEN,25.88
COS,DFW,97.51851851851852
COS,IAH,116.55102040816327
COS,LAX,128.28571428571428
COS,ORD,128.6153846153846
COS,SEA,157.26666666666668
COS,SFO,137.6
COS,SLC,80.6470588235294
COU,DFW,86.04347826086956
COU,ORD,61.888888888888886
CPR,DEN,49.27272727272727
CPR,SLC,64.26470588235294
CRP,DFW,68.725
CRP,HOU,40.45454545454545
CRP,IAH,49.8421052631579
CRW,ATL,66.43589743589743
CRW,DFW,148.6086956521739
CRW,DTW,58.0
CRW,IAH,155.91071428571428
CRW,MYR,56.0625
CRW,ORD,82.9047619047619
CSG,ATL,26.5
CVG,ATL,78.44680851063829
CVG,BDL,94.58333333333333
CVG,BNA,46.791666666666664
CVG,BOS,105.12820512820512
CVG,BWI,68.0
CVG,CLT,59.81818181818182
CVG,DCA,62.0
CVG,DEN,163.96923076923076
CVG,DFW,134.71830985915494
CVG,DTW,51.645161290322584
CVG,EWR,98.66666666666667
CVG,FLL,132.6
CVG,GRR,49.72727272727273
CVG,IAD,62.3125
CVG,IAH,141.26760563380282
CVG,JFK,101.33333333333333
CVG,LAS,234.70149253731344
CVG,LAX,261.8382352941176
CVG,LGA,87.51851851851852
CVG,MCI,85.76923076923077
CVG,MCO,114.45238095238095
CVG,MEM,73.22222222222223
CVG,MIA,135.51063829787233
CVG,MKE,63.8125
CVG,MSN,69.16666666666667
CVG,MSP,104.14285714285714
CVG,ORD,71.76190476190476
CVG,PHX,224.58139534883722
CVG,PIT,43.5
CVG,RDU,59.0
CVG,RIC,60.0
CVG,RSW,120.76470588235294
CVG,SAN,248.66666666666666
